407205009676587009	true
520132836594970625	false
489887806018183168	false
687673284436082689	non-rumor
724348906096590849	unverified
523555724807262208	false
524947149134774272	true
407164597511393280	true
693926742814281729	non-rumor
527947775905103872	true
357299879070023680	false
553115236992290816	false
692491478619262976	non-rumor
705093513076015104	unverified
524951893467234304	true
489794593580650497	false
523655026485366784	true
551128385850601472	true
542320823915536384	false
525088864416043008	true
516434071631974400	unverified
336873759271157760	true
693162950358622208	non-rumor
407205235682050048	true
507354546041925632	false
500286058664579072	unverified
676586804242309121	unverified
490080544949276672	false
693523133920342016	non-rumor
528607634099015680	true
693792605755285504	non-rumor
514540926640087040	false
519868410599993344	false
521098692326350848	false
524950507023245313	true
427725166127226881	true
692734579141185536	non-rumor
690522824797196288	non-rumor
532928419051622400	unverified
742055437932040193	unverified
348209998565879810	false
517003426832453633	true
621025025806577664	non-rumor
559787890402541568	false
531606992788287489	unverified
692510002586714113	non-rumor
688147918113538049	non-rumor
693126696132804608	non-rumor
407169699559247872	true
688763993633107968	non-rumor
505657661120348163	false
407292452060815360	true
553550301886955520	unverified
500270780832174080	unverified
744390771869102080	unverified
531648145613398016	true
692364468442021889	non-rumor
525291306000846848	true
500389488217309184	unverified
692746621218656258	non-rumor
532851585408593920	false
693807822971236353	non-rumor
692727606718824448	non-rumor
524181699043663872	false
501768276523761666	false
506784541696991232	false
518827403452637184	true
517712193841037312	unverified
407223928084766721	true
524289058290159616	false
511330322831507456	unverified
745365403237376000	unverified
727623131494387714	unverified
551106793959862272	true
524168442841010176	false
767444114229059584	non-rumor
524923341359300608	true
516729950091493376	true
525024181218725888	true
716439952922312704	unverified
650254360727973889	unverified
763524712853102596	unverified
356310469390245888	false
692747901815119872	non-rumor
407192027714322432	true
765887221736046592	unverified
427780584979836929	true
504387128013246465	true
366205297557110784	false
427690961280696320	true
273182568298450945	false
552821069036670976	unverified
507918114567499776	true
499368931367608320	unverified
521789009576476673	false
407244865018155008	true
692113839387709444	non-rumor
701514249269542912	unverified
510921017972514817	true
524941041301225472	true
524178388282802176	false
498280126254428160	unverified
687674548712505346	non-rumor
693079616072880128	non-rumor
515717938025078784	true
532231906364911616	true
692759090469212160	non-rumor
687766167558164481	non-rumor
691600834707247104	non-rumor
516361247223058432	unverified
693512850539683842	non-rumor
538137715293061120	unverified
658938136299511808	unverified
538412662858588160	false
693125234317086720	non-rumor
510507736287961088	unverified
387021726007042051	false
500394061887709184	unverified
407169212428206080	true
692745208421679104	non-rumor
436157398269849602	true
554886875303780352	false
491591245152935936	false
778689027918618625	unverified
692047663211085825	non-rumor
551097831851687938	true
524944881941495809	true
693492349142433792	non-rumor
716448280201269248	unverified
693457310824468480	non-rumor
693136527816331264	non-rumor
553579224402235393	unverified
688110059553861634	non-rumor
524211911668543488	false
692374052082708480	non-rumor
520299904934371328	true
524998384357486592	true
513437031020916738	false
693549273468764160	non-rumor
387006700609228801	false
553103772852191233	false
692537942439501824	non-rumor
690926324903317504	non-rumor
536504515843727361	true
715268937873760256	unverified
692332739824095234	non-rumor
514546272972574721	false
387010299536355328	false
519178213441167360	true
640182854928961536	unverified
692566765822435328	non-rumor
489874311143260160	false
407209222850756608	true
693411834808946688	non-rumor
407164247768977409	true
693594331735683072	non-rumor
689236842454106113	non-rumor
532246457609244672	false
691656866972209152	non-rumor
507257950868885504	true
427666815842414592	true
691006265137299456	non-rumor
407290871856369664	true
504131654810877952	true
532007252677656576	false
692780496590254081	non-rumor
535507913226190849	false
489968646014246912	false
693873151659249669	non-rumor
504243239084236800	true
747275598347837440	unverified
495583434954514432	false
692792765852286977	non-rumor
707300612862566400	unverified
566089610485579776	true
372914976102834176	false
514106939173634048	true
510916725953417218	true
407218583135997953	true
677950378785271808	non-rumor
692056985513123840	non-rumor
527272948680622080	true
524924619812511746	unverified
727834854931435522	unverified
318263294098030593	false
693560600471863296	non-rumor
524970851675176960	unverified
407213772328022016	true
531161914689482752	true
528389559441444864	false
407167928313081856	true
544514570367168512	unverified
516313006427602944	unverified
534303066867367937	false
524981436252950528	unverified
688502260779843587	non-rumor
524929106987991040	true
520338188213444608	false
534278078105944064	false
538724882461097986	false
407217865973329920	true
532208816692416512	false
524976526891417600	true
689103487880310785	non-rumor
521496155310796800	false
765863022506151937	non-rumor
740791134146965504	unverified
552661209204260864	true
524935769614331904	true
728273551883534336	unverified
523939598691741696	true
693240976970752004	non-rumor
516411927506206721	unverified
562387516964491265	true
535257207991205888	unverified
760109079133990912	unverified
693204483501887488	non-rumor
513922322915282945	false
692336523090509824	non-rumor
387309869080281088	false
714503380476026880	unverified
407233172380733441	true
524937542131793920	unverified
520244836084228096	false
519867098945044480	false
751856580874960897	unverified
500378522788315137	unverified
693239731031683072	non-rumor
692453106622275585	non-rumor
501774251901198336	false
427762638274437120	true
692745861978263552	non-rumor
524993533212897281	unverified
691616143161819136	non-rumor
537913349338435584	true
531108688749404160	false
489812926828924928	false
693284114724700160	non-rumor
500332933098385408	unverified
521533372280369152	false
535484342785830912	unverified
690676539323740161	non-rumor
407159686786732032	true
761027420849745920	non-rumor
528562608463704064	true
693131575261659137	non-rumor
517850508380618752	true
766316494695305218	non-rumor
650975967146602496	unverified
723521076446142465	unverified
524935246647926784	true
538166788484509696	false
553186555150749696	false
693234925252775936	non-rumor
500354773133299713	unverified
544567299102244864	false
767330549262278658	non-rumor
727179214546456577	unverified
501781217411215360	false
376982539132366848	false
767218194385866752	non-rumor
516395112201736192	unverified
540643709465812992	false
766789709045518336	unverified
693916809125351425	non-rumor
763430916236640256	unverified
516371936604352513	unverified
693487871806689280	non-rumor
551942365901250560	false
692142338890661888	non-rumor
489872119158046720	false
489800427152879616	false
524979548195024898	true
762775964224847872	non-rumor
531676808836833280	true
693459931022913536	non-rumor
693631772639145984	non-rumor
532276370953752576	true
524586367456919552	true
514100169307348992	true
760120409429643266	unverified
521717368264093696	false
524227209976745984	false
528312406498635777	true
531131094276382720	unverified
760928376668454912	unverified
778299287293816832	unverified
504433135036407808	false
691380138710306816	non-rumor
387236601450864641	false
691206970074738688	non-rumor
764753085675761664	non-rumor
554597409351671808	false
516321020815228929	true
553008832784642048	false
504419526998360064	false
755523157700648960	unverified
407177474788057088	true
516705572373397504	unverified
728038172270198787	unverified
543443188934250496	false
500381163866062848	unverified
514148279601606656	true
693198912660885505	non-rumor
755475529294352385	unverified
568075025418317826	true
553470492565602305	unverified
524949828711620608	true
547158281005719552	false
525285199530455040	unverified
525300042207612928	true
655815788675399680	unverified
574004164570841088	true
407267881131732992	true
693216311502073856	non-rumor
538129041539092480	false
507634536176300032	false
500281131057811456	unverified
693600369281253376	non-rumor
567765185407234049	true
524294016435634178	true
523943647449198592	true
500278045597368320	unverified
509114008587100160	false
665302351742275584	non-rumor
490141776984825856	false
407192126032986112	true
507454543169617920	false
755447443009916929	unverified
693087256727388161	non-rumor
500280422295937024	unverified
544306719686656000	unverified
489816746405007360	false
518870005677826050	true
522443333831262208	unverified
407170443443859456	true
407264593027670016	true
684118654418419712	non-rumor
531129816389779456	true
529857740059860992	false
553190393370923008	false
532559937269166080	false
688752484966363136	non-rumor
766452700049473536	non-rumor
358591089462099968	false
489872500462190593	false
767715524222578688	non-rumor
726190016435728385	unverified
489975398151618560	false
676970570160988160	non-rumor
693185488644149248	non-rumor
532275383430041600	true
553228463998783488	unverified
692063305297453060	non-rumor
524191650420367360	false
723477822950395904	unverified
514429381737852929	false
527162170531151872	true
778530869208190976	unverified
514395350615203841	true
519704006826807296	false
714555825122107392	unverified
504106473467944960	true
553461741917863936	unverified
538847758032310272	false
524991240270807042	true
692463948076093440	non-rumor
764368020391223296	unverified
497073936077959169	false
553549686129561600	unverified
693140568143220736	non-rumor
523562674487975937	false
534543768653807618	false
780436430732525569	unverified
514517470238240768	false
692688891174739968	non-rumor
407185422523977728	true
693804630615166977	non-rumor
693485676881403905	non-rumor
521835345059389440	false
549124560793374720	false
490136764619948032	false
348204426659508226	true
532275347413544961	true
407170170533064705	true
730516765525082112	unverified
692946556396244992	non-rumor
691667941314662400	non-rumor
387041762331471872	false
689208632148365314	non-rumor
693729678306189313	non-rumor
524933380929245184	true
559863517151784960	false
387050178932654080	false
692098463262216192	non-rumor
536871550184869888	true
693122701569974273	non-rumor
516861311725342722	unverified
692925163994796033	non-rumor
524757333608394752	true
748640007934590976	unverified
377002232257855488	false
693139276708585472	non-rumor
560163341524807680	false
538975342011363328	false
692842124841123842	non-rumor
531565935128498176	false
692376812022792196	non-rumor
560133068670140417	false
516414874348298240	unverified
509031495101874176	false
531183173443801088	true
765735409984806912	unverified
692382471061663744	non-rumor
687617735833026560	non-rumor
500258409988763649	unverified
524988712367955970	true
386998038004113409	false
518981379963777025	false
501474962935648256	false
499679379820412928	true
519447199164665856	false
568452856224747520	false
536835346932441088	true
707405809181917184	unverified
365497016098369536	false
692031514943582208	non-rumor
489802446001434625	false
727187859367546880	unverified
499456140044824576	unverified
693537938425171968	non-rumor
380140114552188928	false
778681502825451520	unverified
707321278135463936	unverified
524925124303396864	true
336913656921083904	true
692922211338981377	non-rumor
692105324111761408	non-rumor
407253554039386112	true
693214543615561729	non-rumor
510916647373516800	true
516978780171436032	true
560442390805090307	false
727588444000526336	unverified
514550436377137152	false
501934077612941312	unverified
550279538278543360	unverified
407205404075376640	true
507557659206516736	false
693686290408181760	non-rumor
692881863644282880	non-rumor
556873675941896193	unverified
528242965915779072	true
531833233143783424	false
724703995147751424	unverified
692927739066740741	non-rumor
507242819623587841	true
514150992552931328	false
693643778033344512	non-rumor
688763099298529280	non-rumor
531833153145823233	true
532276693931945984	true
549964632883232768	unverified
509463933564891137	true
514517213022543872	false
407232661107642368	true
514142113601437696	true
693121477491757056	non-rumor
407209131351629824	true
693718533239365633	non-rumor
531524882325311488	unverified
536558567206420480	true
295944137948151809	false
525305690257379328	true
489796998615547904	false
505611045897924608	false
524950264303075328	true
510918747188514816	true
688751183645782016	non-rumor
427662266993889280	true
686421576904916992	non-rumor
775672628493357057	unverified
528976109518721024	false
273278761909239808	false
553212962044149761	unverified
691327238353129472	non-rumor
524144369235140608	false
690431187916099584	non-rumor
552677176873455616	false
576829262927413248	unverified
693785810311778304	non-rumor
524881688825167872	false
500298752469770240	unverified
692800345274241025	non-rumor
560873850846846978	false
693102420688121856	non-rumor
407206094747209728	true
387031585834278912	false
553271856786968576	false
766808183696351233	unverified
525408908484280321	true
523566838958284801	false
504448356584677377	false
525301290218553344	true
514072132301910016	false
701539698452393986	unverified
407156621450571777	true
697992796565741569	unverified
741995157969592321	unverified
427831952826449920	true
539799806039052288	unverified
690567125128351744	non-rumor
531085761521528834	true
523581212175392768	true
536991428694376448	true
693032076543655936	non-rumor
553061846081896449	false
560474897013415936	false
500327106824245249	unverified
544154048950435840	false
522692223952228353	unverified
524987184836005889	true
742678930516123650	unverified
558312304753016832	unverified
524263570985340928	true
489867900296368129	false
531300385248800768	unverified
407191058108256257	true
748558349139058688	unverified
707310135291416576	unverified
538193964479045633	unverified
693533469922693120	non-rumor
510916464631889920	true
529088963420909569	false
687630364936957952	non-rumor
574062768896212992	true
539658034382123008	false
538861627018579968	false
407198615137181696	true
547525843749470208	unverified
693501482721681408	non-rumor
521769631519092736	unverified
504109775358287872	true
504771233557147648	false
524320261667950592	false
387220814531395584	false
509084603617792001	false
552112474913136641	false
436074888638763008	false
732971411157880832	unverified
523558773345255424	false
524946179390701568	true
690174644071047168	non-rumor
693824042164436992	non-rumor
524186749002473472	false
531607884220485632	false
407212665350942720	true
525029684095221760	true
517034091028676608	unverified
665498651742085124	non-rumor
536915851233202176	unverified
407236151167025152	true
407262869152358400	true
540333359793451008	false
537378640653475841	false
352075672543428608	false
724603564946010112	unverified
514201362729828352	true
547587399728267264	unverified
692004901455556608	non-rumor
518620083342835712	false
693236688538243074	non-rumor
407169885345943552	true
504267796424163328	true
528676615207653376	true
265953285247209472	false
500294803402137600	unverified
641665203046907904	non-rumor
506656271517622272	false
532203605236154368	true
515918632178577408	false
551123464640536576	true
542600886653292545	false
686422922894815233	non-rumor
436160836524965891	true
509464271118688257	true
690985215691354112	non-rumor
407162181059612672	true
689798164287741953	non-rumor
693622130735484929	non-rumor
761675705956655109	non-rumor
766358933296517121	non-rumor
711994705333112832	unverified
372901260183494656	false
693452449173086210	non-rumor
553098571323437056	false
767463109778894848	non-rumor
687786822475366401	non-rumor
566999951449001984	true
551575491430211584	true
547101266313089024	false
538851683141304320	false
648993731169939456	unverified
707305999971921920	unverified
691986377584549888	non-rumor
693272659447119873	non-rumor
529434230938284032	true
407231740764508161	true
749286768554438658	unverified
549998575330275330	unverified
525033697045925888	true
514535408126795776	false
692818857187213313	non-rumor
764573523713011713	non-rumor
552146635707666433	false
407248574099894272	true
517416417164263424	true
499683602452717569	true
535474861616148480	true
531493734358061056	unverified
525024518713397249	true
407258075502899200	true
