unverified	.	576323086888361984
false	.	576796432730071040
unverified	.	576755174531862529
unverified	.	576319832800555008
unverified	.	576276947648405505
unverified	.	576812998418939904
unverified	.	577258317942149120
unverified	.	576829262927413248
unverified	.	576513463738109954
false	.	529695483661664257
false	.	529720273285566464
false	.	529689679411810304
false	.	529687410611728384
false	.	529713467184676864
false	.	529540733020405760
false	.	529654186791944192
false	.	529716453792956416
false	.	529739968470867968
false	.	552806309540528128
unverified	.	553501357156876290
unverified	.	553164985460068352
unverified	.	552816020403269632
true	.	553107921081749504
true	.	553534838880608256
true	.	553531413459660800
true	.	552783667052167168
true	.	552984502063337472
unverified	.	553503184174710784
false	.	553197863971610624
true	.	552792544132997121
unverified	.	553184482241814530
true	.	553587303172833280
true	.	552834961762709505
true	.	553508098825261056
true	.	553160652567498752
true	.	553586897168392192
unverified	.	552848620375261184
unverified	.	553212962044149761
true	.	553588178687655936
false	.	552978184413921281
true	.	553590835850514433
true	.	553553288625672192
false	.	552814494381256704
unverified	.	552821069036670976
true	.	553566026030272512
true	.	552791578893619200
unverified	.	553461741917863936
true	.	553221600955621376
true	.	553586860334010368
unverified	.	553548567420628992
false	.	552982613288157184
true	.	552788945017516032
true	.	553476490315431937
unverified	.	553544252563935234
true	.	553587672137334785
true	.	553544694765215745
false	.	552978099357237248
true	.	553543369604210689
true	.	552792913910833152
false	.	553480082996879360
true	.	552806757672964097
unverified	.	553549686129561600
true	.	552805488631758849
true	.	553558982476828674
unverified	.	553467311261503488
true	.	552791196247269378
false	.	553486439129038848
true	.	553587013409325058
true	.	552832817089236992
unverified	.	553538058440941568
unverified	.	553505242554175489
false	.	553478289474740224
true	.	553590459688570880
false	.	553489393202499584
true	.	552793679082311680
false	.	553152395371630592
true	.	553476880339599360
true	.	553535829017370625
true	.	553589051044151296
unverified	.	553561170637238272
true	.	552792802309181440
unverified	.	552810448324943872
unverified	.	553550301886955520
true	.	552811386259386370
false	.	552833028201144320
true	.	552802654641225728
unverified	.	553518472798683136
false	.	552996335319007233
unverified	.	553579224402235393
unverified	.	553576010898497536
unverified	.	553575232867672064
false	.	521346721226711040
true	.	544352727971954690
true	.	544374511194632192
true	.	544271362022338560
true	.	544358564484378624
true	.	544301453717041152
unverified	.	544514570367168512
true	.	544511199702822913
true	.	544350712365207552
false	.	544292129972170752
true	.	544367462012432384
true	.	544512664769396736
true	.	544512108885725184
false	.	544305745416581120
true	.	544512676643500033
true	.	544399927045283840
true	.	544391533240516608
true	.	544520042810200064
true	.	544278985249550337
true	.	544282005941530624
true	.	544491151118860289
false	.	544309275141885952
unverified	.	544333764814323713
false	.	544462330105712640
true	.	544305540286148609
true	.	544520273718812672
true	.	544269749405097984
true	.	544324444773433348
false	.	544292670336925696
unverified	.	544328894812549121
false	.	544274544174071809
false	.	544293753130082305
true	.	544291804057960448
true	.	544290258951892992
unverified	.	544287209730236416
unverified	.	544315472075042818
false	.	544288681021145090
true	.	544319832486064128
unverified	.	544306719686656000
true	.	544350567183556608
true	.	544274934835707905
true	.	544271284796784640
true	.	544518335019229184
true	.	544381485591982083
true	.	544289941996326912
true	.	544283772569788416
false	.	544272537341812736
true	.	544391176137089024
unverified	.	544512910538838016
true	.	544282227035869184
true	.	544476808566276097
true	.	544289311504355328
true	.	544289409294553088
true	.	544319274072817664
true	.	544380742076088320
false	.	544277860555710464
true	.	544278335455776769
true	.	544517264054423552
false	.	544310853613281281
true	.	544358533819420672
false	.	580326222107951104
true	.	581047170637381632
false	.	580352273001410560
true	.	580323060533764097
true	.	580332109782466561
unverified	.	581386094337474560
false	.	580339547269144576
true	.	580371845997682688
false	.	580360165540642816
false	.	581473088249958400
true	.	580324027715063808
false	.	580340476949086208
unverified	.	581153923987206146
false	.	580331561398108160
unverified	.	580325090367315968
false	.	581290271997968384
unverified	.	580320684305416192
false	.	580321156508577792
true	.	581063377226637312
false	.	580322453928431617
false	.	581293286268129280
unverified	.	581359544682614784
false	.	775057555865206784
false	.	767725956706414592
false	.	769988636754505729
false	.	774991078265094144
false	.	524964948683005952
true	.	525058976376193024
true	.	524935485370929152
true	.	524995771587108864
false	.	524956129017995264
true	.	524948206023880704
unverified	.	524926472432410625
true	.	525060425184858112
unverified	.	524924619812511746
true	.	525028734991343617
false	.	524949443607412737
unverified	.	524993533212897281
true	.	524932935137628160
unverified	.	524929497205055488
false	.	524991576163250176
true	.	525049639016615937
unverified	.	524981436252950528
unverified	.	524940659778920448
false	.	524947867975561216
true	.	524942470472548352
true	.	525056576038518785
false	.	524990163446140928
unverified	.	524932056560963584
true	.	524936872666353664
true	.	525019752507658240
true	.	524922729485848576
true	.	525023025792835585
true	.	524947674164760577
true	.	524923676484177920
unverified	.	525032872647065600
true	.	525025463648137216
false	.	524948866773184512
unverified	.	524972443308683264
true	.	524923462398513152
true	.	524941720249978880
unverified	.	524925730053181440
true	.	524969201102901248
true	.	524962142563610625
true	.	524926235030589440
false	.	524947416869388288
true	.	524936793633083394
true	.	524965775036387329
false	.	524983581983375360
true	.	524952883343925249
unverified	.	524927281048080385
true	.	524943490887991296
unverified	.	500295393301647360
unverified	.	500298752469770240
unverified	.	499530130487017472
unverified	.	500308076004929537
unverified	.	500281131057811456
unverified	.	499366666300846081
unverified	.	498280126254428160
unverified	.	499612545909415938
unverified	.	500280249629036544
unverified	.	500278045597368320
unverified	.	500394061887709184
unverified	.	500391222075076610
unverified	.	500270780832174080
unverified	.	499456140044824576
unverified	.	498486826269548545
unverified	.	500286058664579072
unverified	.	500347114975944705
unverified	.	500332933098385408
unverified	.	500294803402137600
unverified	.	500327120770301952
unverified	.	500381163866062848
unverified	.	500279189405433858
unverified	.	500284699546517505
unverified	.	500290456845299714
unverified	.	500279160795721728
true	.	498430783699554305
unverified	.	500319675797209088
unverified	.	500363126294863876
unverified	.	500377145349521411
unverified	.	498293668655423488
unverified	.	500307001629745152
unverified	.	500371149713178625
unverified	.	500303431928922113
unverified	.	500413818368184321
unverified	.	500281094239817728
unverified	.	499368931367608320
unverified	.	500341884678836224
unverified	.	500298588992593920
unverified	.	500288349924782080
false	.	905600465160810497
false	.	905290355796533252
false	.	892781499103277056
false	.	919231965471105024
true	.	904200288059494400
false	.	907697675184885760
false	.	828933929080086528
true	.	905590451876634624
true	.	905541650541420546
true	.	906170027937849345
true	.	905682058621616128
true	.	903528113631584256
false	.	905161219274940416
false	.	901939374375370752
true	.	443938194715713536
true	.	774165935041093633
false	.	902542822540173314
false	.	902224586967621633
false	.	902595384635043840
true	.	986801053168488449
true	.	939234401681944576
true	.	951976286301204480
true	.	872300483272114177
false	.	904727149747326977
unverified	.	914684276477710336
unverified	.	914582144952995840
false	.	944339600998326274
false	.	941305217454403584
false	.	934828842505723904
false	.	934715071757819904
false	.	945845194699759616
false	.	872367878871408640
false	.	909982405167067136
false	.	910121722149527552
false	.	910024540578869248
false	.	904725019372253184
true	.	784118929799073793
true	.	784316107645603840
true	.	784071228248109057
false	.	46yxoy
false	.	6o9ozz
true	.	5l23au
false	.	5mkmg1
false	.	7p7cq
false	.	249p6c
false	.	7jkthr
false	.	1hzz6y
true	.	1i8cy7
unverified	.	63uefi
true	.	8gp0d7
true	.	8efswb
true	.	8d6h5t
false	.	25bvmb
false	.	18dmb4
false	.	49l01s
unverified	.	46uw4y
false	.	8i274x
false	.	8unvgg
true	.	6rimvf
false	.	7z11oi
unverified	.	1i8ljs
unverified	.	22o24j
true	.	6a4cji
false	.	8yktu5
false	.	78sxy7
false	.	8n9173
false	.	66yxyf
unverified	.	83ddtk
true	.	7d28gk
false	.	5qzxep
false	.	6hb6b3
false	.	4dfdvo
false	.	1jvbd8
false	.	31xv6u
true	.	8j9s33
false	.	xn2bn
unverified	.	8e86kt
true	.	7imq99
unverified	.	1uniwn
false	.	5tk0zx
true	.	53czp3
false	.	7hrc7n
true	.	938o5h
false	.	6jk9iq
false	.	5vvv51
false	.	ayn70
true	.	6m1mwg
true	.	5yp0yt
true	.	8lwt83
unverified	.	1d7lzf
unverified	.	8lkwd7
false	.	3e7pye
true	.	4eo2zi
unverified	.	4ycnf5
false	.	7g16as
false	.	529660296080916480
false	.	529653029747064832
false	.	529695367680761856
true	.	553512735192141826
unverified	.	553470492565602305
